"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30"
"1" NA NA NA NA NA NA NA NA NA NA NA 117.637745941815 103.422356688839 124.132052139716 138.608681560817 97.5103204293775 116.700296127569 123.095641070056 99.2221065085796 NA NA NA NA NA NA NA NA NA NA NA
"2" NA NA NA NA NA NA NA NA 97.2297337747088 92.6150094877978 84.6391925092231 104.923295097271 119.222033076419 102.369285887951 117.578082684871 154.348521025441 97.9533487672648 99.8179614795276 142.244883910667 106.908255035652 109.735482278508 101.365879253605 NA NA NA NA NA NA NA NA
"3" NA NA NA NA NA NA NA 110.467798983687 117.053030572754 130.367224173097 126.808472487757 121.323566261014 137.421261590629 106.041773391621 135.423679127099 130.479514082732 119.038797364103 111.96108893253 108.639782453781 120.416977518295 112.676463200525 94.2192666353109 106.621924847029 NA NA NA NA NA NA NA
"4" NA NA NA NA NA 80.0076664257776 100.143216918445 118.720806260118 114.058215635201 111.684822686061 107.623165488209 101.477444569482 139.085780466008 127.718592120431 120.381626554517 113.076090092433 110.547986456561 126.005166214148 126.797534556418 117.034526580785 117.918443940023 103.386877079375 98.5601335188044 90.7391843298212 79.6310355476357 NA NA NA NA NA
"5" NA NA NA NA 108.669313086413 105.590231714156 72.7943662822561 163.177521129146 79.4631370027091 120.579173603818 94.5719801289182 138.272032962859 112.007541870758 113.434765404149 125.304708893978 112.35331024669 138.363960070435 101.812890814738 110.33415557575 115.711425944413 99.6051837793623 109.927541539133 141.493554190053 80.448696421245 85.9272268223742 83.7638720524286 NA NA NA NA
"6" NA NA NA 95.3634859899694 98.1951609831307 95.9539208123389 NA 101.27799165616 236.68623186275 93.6394445350891 115.362272711944 113.963950236399 123.631264374526 105.125353273784 129.897021284309 116.044664929728 120.227095525678 136.121723960163 113.286268175325 106.815325831096 93.5076404028051 140.748522244092 130.054502475166 138.278788864207 136.029492766709 156.872870746133 91.9151780633928 NA NA NA
"7" NA NA NA 72.7928507792152 115.629992723517 142.738269940465 178.535995830393 93.8250643974186 106.606177326988 104.353253943307 130.035485771893 124.03603079518 99.9898493534908 128.777961730431 113.667743134659 129.522364320888 142.746895436641 111.409445495146 119.190490252231 117.277452477848 109.626925878402 131.517421170954 87.1827288792471 112.414202910122 129.167132258882 NA 120.207139111848 NA NA NA
"8" NA NA 120.442518006033 72.7943641810571 117.775207358138 90.5662618644111 104.281675550542 97.362031466178 143.842308180516 100.268744178058 120.647950844047 123.082740011738 125.957889504667 113.999256601999 142.657858496529 122.587668458363 130.278758161551 119.656575615535 119.087286378052 102.007834588229 124.529298121427 102.329560113248 108.389888539437 126.467227265595 97.2964556822034 151.857359452224 83.4908390263018 81.6577631912203 NA NA
"9" NA 89.7145714462342 76.0312250991702 72.7943659242572 137.929277478355 148.159735158702 89.7499776550468 79.2010717208049 129.155478910307 120.959208985819 142.016573703333 117.219355704778 109.112089884017 127.773079685878 108.366865363791 120.789317724995 112.741112492666 128.311392557542 129.487080756082 121.013990328611 139.992976096492 120.106773501733 122.835127158852 93.3084645213522 168.252089501647 86.721438431192 79.1691500815903 72.7943086345601 126.406523291621 NA
"10" NA 72.7943666523657 NA 88.1255418082753 74.1543806826508 96.6583729430651 111.969305018263 122.292405600308 164.872397153358 105.455751425748 112.821076699185 128.249898995767 116.392889768286 109.597863610606 126.007757287655 114.988955191441 125.873593060854 119.84451458455 137.023721876333 134.013541177852 106.874720758411 118.895553030924 106.684061357852 168.663917087255 102.165653885354 106.209605181121 105.185281615577 NA NA NA
"11" NA 72.7943494828832 NA 73.5196431639004 NA 101.650416772071 146.779586390654 119.431077179083 114.176614292449 114.871617424084 98.2294998160974 145.49211620582 144.771869529866 129.705804111996 120.725814265185 123.706679879838 144.275671290805 128.365351388502 121.893085136746 114.287270993016 142.477955404099 148.956716912612 123.724307522191 114.656669944601 91.9618800942444 91.3117477498865 113.563093032079 72.7943666586835 72.7943666545779 NA
"12" 72.7943504284949 188.779048647219 100.604832249657 199.237280206503 91.2692981805459 81.7145139286488 111.423856265757 103.222492774134 125.849695143675 108.681482202945 106.814756541491 121.265297977717 126.178588411903 135.178380619186 115.914102299183 112.837672965208 119.18422793672 119.380506285473 102.858923101172 128.03645593186 113.296499394831 155.195400452771 125.282894585634 107.218027444389 122.398266471773 112.216583739273 150.493520786554 145.383808369746 72.794364002875 72.7943666445095
"13" NA 84.7994244186423 120.74780924517 121.845392423747 126.948783722107 115.399028362367 104.788485218328 115.34412687028 109.802584792944 133.42127090904 112.312319348806 132.419795023338 135.000082822251 125.340157465456 123.565957563523 114.345150703786 121.025261305287 109.756967579264 102.900357197373 127.123090225341 116.377905172496 103.153049011603 90.649483726153 161.69050175616 80.4596891613097 198.187571514004 128.041081757063 72.7943666569086 NA 77.5974103835693
"14" 78.840570344429 139.444287186339 72.7943563172845 89.2833156238131 85.1543187843377 125.535198579792 100.094122360885 103.514459738505 139.305098171567 112.111944108394 129.113802259763 123.84554261769 121.403387108288 129.394488619012 119.354149301036 123.953194000501 119.561644444036 128.89343781791 134.139740000782 145.287400381916 161.145495576671 101.024014659373 102.730589399252 129.946779935306 84.9011893974404 NA 103.420505670482 72.7927351160842 72.7933967524143 NA
"15" 72.7943664769464 137.248881189632 126.801236579035 175.2364374848 89.5574469860244 92.9396285869927 101.397823336247 101.434057254284 128.647645428265 126.729607249744 146.614573043929 126.055829929717 132.42648265849 125.057925708042 123.633373093222 115.362724782421 122.64941866511 125.675025984257 118.949918374025 120.169127384326 121.490144015371 109.60750503555 150.788243552008 103.329546773868 77.6836064540314 176.64636406188 117.34631682936 72.7943235254142 NA NA
"16" 117.788517042807 72.7943637010346 74.2697860121588 80.28429332153 146.091494313207 75.0732577756295 123.148203361446 116.899817532589 130.544255727146 122.196603754662 133.46004115256 141.533355690315 126.651259564143 122.426252620463 121.320694603526 124.658064413061 113.659538191408 114.563791716207 113.9301689834 131.140577823356 113.499983683472 98.6723132281838 117.366666989059 124.231437103834 101.861391751563 102.289798835274 85.1532457228229 NA 72.7943662234278 72.7943541424973
"17" 122.245800721888 140.301798753118 84.1487495856972 83.3514556900552 140.042330569998 90.9531591817307 131.736650789466 141.905284577675 110.148680830956 140.647264140576 140.985624170489 125.200735749776 118.792789770906 123.483804106807 128.025613914133 126.324360980971 124.529816005516 116.299530014207 123.182878026835 127.84899154656 103.806071591055 117.929028300739 101.421105342838 132.984143114253 110.560524296032 278.472448948137 88.5496310094945 72.794366659375 106.002598834795 NA
"18" 76.9572747393493 NA 115.084312738394 142.932938270755 78.6021847789573 92.3388183051884 96.9452467056872 173.754132034975 116.080962013556 130.866771043566 142.029375235833 143.955354036289 109.594902278969 123.963294198337 119.935356317198 128.191310473115 123.294075425638 128.145522469685 132.087781429344 137.995841300846 145.425130609558 102.175959638961 91.0055502977087 143.743228004522 267.626477750066 97.042746196995 72.7873875464628 96.0536746960972 NA NA
"19" NA 72.794366657158 74.0048137708359 NA 128.142709634202 123.83322232527 93.0236861956188 82.4562627676751 141.165863221737 148.029087738606 139.419994746379 121.180336026554 130.558483515863 124.292082993311 129.998986232622 115.280895017066 128.842549837749 130.961463671528 111.619571836844 114.745215300031 109.533332711916 177.080106503685 93.359599161189 82.493735398456 80.5529183089424 73.5606290023648 148.644355085743 72.794366405386 NA 72.7943666576099
"20" NA 77.0551274665141 112.505425567097 135.728906166389 72.7943360997519 75.0765375699996 165.455652633914 139.198579537873 86.9928289342158 138.911679855976 117.899730280142 115.956304760828 107.899984989693 129.548149684727 112.008426398721 117.715308978093 123.222984067612 128.510791397125 145.613753679664 98.0211493266365 131.126419838668 126.498829182472 116.027433822105 124.170037031703 88.5286144235445 73.213378476681 78.3016010127155 124.065471241076 78.6440743817762 NA
"21" NA 197.478683523492 72.7943432087582 72.7939511330395 73.8379493855622 95.414170757393 150.208544123883 115.142131137152 143.323599805466 119.90636494703 135.489036653257 114.073677269847 120.313090819425 139.832849860373 130.999617301093 138.20943641837 132.026440845022 130.160011174247 142.795943155402 121.741182890083 122.926031343274 140.916092208435 87.3055533576857 88.6419237090829 73.7785774806455 94.6490360300004 93.1256746427176 158.183230786069 72.7939329571784 NA
"22" NA 108.473394769689 87.1462696917644 99.5887041219559 72.7943662414242 183.048140608169 112.861805327969 121.88572868918 108.557128707602 105.715292286009 149.568510254897 125.324546834813 119.412523354377 129.749396754576 131.151194087675 139.232935786527 121.906086624623 145.481987816079 122.905049776293 95.4755964891213 140.203767380042 125.620570611455 99.2744231575662 133.892819088222 78.5070239924551 117.451611856776 72.8934979070298 72.794366536014 74.8312920839506 NA
"23" NA NA NA 82.36753987019 180.136198500748 146.169119344792 100.048141126099 119.20294751968 156.050014509072 93.4765129126752 131.06675216052 141.475310144828 161.460122254137 121.752840690165 115.799332122802 121.905530467992 119.928914219901 119.964540346491 99.7373508415418 126.257529245983 90.3925777709483 163.899353998264 91.2348501076363 156.197871504198 98.3209100868225 112.714062428263 82.303084810159 83.4623017017068 NA NA
"24" NA NA NA 84.8286878645592 72.7943633775934 148.073088009187 80.3191730967342 110.446627140765 102.559799420287 128.089802608096 132.983028243218 110.729745405848 121.083332794705 109.56389527334 141.399058045599 128.943331545131 119.318646010971 124.000785565276 121.00645887156 150.836480918453 88.1199024899412 109.56331774554 102.754721513985 137.158838756971 74.3945337535844 103.626920423265 72.7943666418173 NA NA NA
"25" NA NA NA 99.024092905745 117.66595364871 83.7742612507283 143.56799149234 103.627623509683 123.721096407652 122.651172750395 116.574664445635 128.525546302895 105.923148134569 122.911037387662 127.906563985279 133.048612206951 123.144372305689 107.156090666698 135.824839235036 95.136189133595 107.757191842145 112.545956648442 107.675323892207 81.3627728518766 84.6618499648318 72.7943664829384 129.857126348644 NA NA NA
"26" NA NA NA NA 116.375828173092 126.101550902985 92.3896166877985 133.011173027776 112.861652472942 109.139838078942 122.834546772729 102.81360200893 115.762188740577 110.113893634056 135.252951120153 126.766690686973 107.072381580656 135.068483658189 129.724666663512 115.851302033336 136.789954859496 105.13742526717 131.678328777153 102.961912448316 105.633174270824 75.2637555890121 NA NA NA NA
"27" NA NA NA NA NA 113.962067326138 162.982403731763 125.551507062735 82.6721556779977 170.046039723795 119.217104499779 131.299853632064 127.611145068946 115.711825571677 115.404782581609 95.7529863557423 126.004858078057 122.331034829186 109.546720618504 110.802877629688 140.44442060946 93.9900861526437 126.351303453556 120.369250182361 124.597268721635 NA NA NA NA NA
"28" NA NA NA NA NA NA NA 120.604090628428 158.470260737295 138.205556870195 130.682656174198 128.233093517409 119.092065066643 117.343200396254 99.3738848719042 134.268953437546 151.026797837389 114.063732674808 112.334727981037 112.43838428709 82.2639083556211 110.106121148189 179.160402944817 NA NA NA NA NA NA NA
"29" NA NA NA NA NA NA NA NA 100.092873661418 101.951066743892 102.279659627388 115.397251404744 92.108204587534 126.08210511571 125.965530350731 134.398710063982 151.136128115927 128.58997441832 92.2380927702556 130.141098287006 116.473837542171 97.2319018377203 NA NA NA NA NA NA NA NA
"30" NA NA NA NA NA NA NA NA NA NA NA 100.652167549793 85.7976058615836 102.579805557909 106.622536247672 115.768991846058 93.9103094652561 94.8174576259073 105.457052214847 NA NA NA NA NA NA NA NA NA NA NA
