"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30"
"1" NA NA NA NA NA NA NA NA NA NA NA 127.991131624838 146.300178516278 144.816802106684 138.816752261523 134.645654927623 121.758461126806 131.757457141168 141.145872511131 NA NA NA NA NA NA NA NA NA NA NA
"2" NA NA NA NA NA NA NA NA 157.741778806523 116.241418751236 126.33515550701 149.699805292682 146.416701211003 139.208357224918 137.27453004599 143.565038089854 137.167119666004 147.711646665139 112.461184688268 115.717442727397 122.974177013731 124.368913850867 NA NA NA NA NA NA NA NA
"3" NA NA NA NA NA NA NA 125.433995282211 133.229126722903 134.164469400999 124.204628829204 138.2241576904 145.367879642587 128.17575456176 144.71943812195 150.732726556436 120.162433619938 142.149773780474 178.374678454086 118.398199809492 156.845543193127 142.443268293363 119.548229317505 NA NA NA NA NA NA NA
"4" NA NA NA NA NA 120.186082163192 133.706787123822 131.239794136901 165.430586023661 140.24136051021 148.764295089726 124.235040944408 146.373129258536 126.525748086228 150.176156259384 128.055964636747 137.136425564586 120.012792117935 116.493026849555 126.267760598378 165.273338206225 136.166464624533 122.112360241808 94.3998172227984 134.019765647444 NA NA NA NA NA
"5" NA NA NA NA 149.000809457906 127.246361115139 142.855693254869 112.451498699733 205.22111885981 170.646018443624 136.213355671876 135.003129332355 152.98625848143 113.296002490509 143.864773381552 128.902028282962 127.258264325225 146.657139440734 129.076099560467 129.680236976332 121.741083427429 141.302757093863 137.803308015416 141.835435187968 132.309270144662 117.409215557987 NA NA NA NA
"6" NA NA NA 137.432609858192 131.795141327009 120.25666575389 130.770727384379 119.758397651269 143.672771177999 130.905862253329 144.172634043705 138.085974188785 136.795517603162 144.71810241379 132.427140058133 137.897798833486 142.086353051681 136.779588100339 128.54269005074 106.322127550106 128.991681917068 154.00261507009 149.857819153162 119.954740057314 162.577123038351 115.78595229228 154.596088787836 NA NA NA
"7" NA NA NA 118.51811189706 85.707187906088 127.398059322528 107.719407343999 133.270472137445 105.99989466145 140.600439533993 125.617666647673 128.288431003552 123.963461082193 129.037519276645 144.580950906141 165.018367283352 142.419375168302 130.463705168316 136.69826577253 153.088161392274 166.613879184263 124.819453425615 137.065799791973 98.2650784724795 126.504271317711 114.004412797033 197.553381532689 NA NA NA
"8" NA NA 72.7943666078917 137.739891051837 150.126138032977 139.855157454707 147.243966692429 128.980283081812 179.524194801694 140.360940605828 151.522204841731 147.424134719251 147.353612681909 132.414345941046 140.469498017515 130.826429192625 149.280948264459 139.545709224682 130.883067053129 118.231810105363 147.789486984886 151.230246380877 162.380210310323 177.250360730036 146.604358710462 101.362947814772 120.07099678289 110.868864149972 NA NA
"9" NA 102.895203736907 100.184973296969 142.593331839148 149.492930402051 163.116960610455 166.628448771336 127.985059129883 139.356252393272 137.281683451568 150.261324934348 145.359000290372 138.024426796489 139.294603744113 124.399571556917 139.014554289043 136.330129194404 144.781555136083 135.803388200229 149.276266079132 152.111875089338 135.431385239603 120.193377576585 101.927895095295 109.407753071629 101.188219989178 129.238724161737 116.242247583193 144.532615020077 NA
"10" NA 94.1488701313141 84.0013427604098 150.216118234335 93.3483057113611 154.776618592231 113.528030902589 163.746036001962 122.183174177737 126.426010361055 196.82532668489 140.316939533151 140.923641831101 141.731452578897 136.827229908058 140.936958419476 162.230482305821 126.490679766133 158.720512581935 136.460923541814 163.754662032993 118.836057642753 152.074341020639 115.977148906577 116.668007294898 128.344382971304 144.800492737488 205.243886771622 100.888204469177 NA
