"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30"
"1" NA NA NA NA NA NA NA NA NA NA NA 73.9797645164509 79.5208270557694 84.1078007173995 105.658457812726 78.6114013309775 105.548082370036 90.3549415568192 77.2696846231324 NA NA NA NA NA NA NA NA NA NA NA
"2" NA NA NA NA NA NA NA NA 80.5626179589436 72.7030721205635 84.1317773446659 75.0753447691211 108.609621286296 76.84722021235 84.7237487516373 110.504214664027 81.0036322264592 80.4735437878356 137.705646702748 72.7406406517882 112.00451164872 73.3570962245116 NA NA NA NA NA NA NA NA
"3" NA NA NA NA NA NA NA 74.9229536751912 72.0925205894798 87.8249550976109 72.7029517044908 75.0442483635769 90.1631506457251 95.1706015899658 112.551906517167 88.78697807364 95.3827013904643 102.105082532436 80.2208460401214 75.0413789095314 86.4246631516165 84.6866080824398 72.7909892084262 NA NA NA NA NA NA NA
"4" NA NA NA NA NA NA 72.794375678974 88.5498664722125 81.4844358303168 89.0153256176444 100.357924189714 98.9755300036918 101.637918631456 84.0109731681754 83.0936969614781 78.7187965155599 85.0741801929592 145.436248713979 86.3135867433765 97.7238517492911 91.5036955653243 NA 74.8798454885531 NA NA NA NA NA NA NA
"5" NA NA NA NA 72.4272473919926 103.045472786894 88.7906163132297 72.7938521652655 104.395010585347 114.436120943266 75.9869601157511 95.8025603237909 93.8497933983359 111.910703534516 90.8265057823018 105.122593945842 85.578799214464 89.2203375760711 100.66839278197 94.4643443830437 95.5288493368465 84.9846256283261 83.7023304619873 NA 73.698945211402 72.7889651376632 NA NA NA NA
"6" NA NA NA 110.029555655815 78.2359054962715 92.1840499485758 88.3125837559519 74.4480084409926 79.2984230921527 77.0608684487431 90.2824352681115 97.0117472610128 102.023113757581 96.2298857328142 91.2608657028418 86.2314086479981 94.7895174693547 114.471156028357 92.1954588169336 76.4400448728148 88.3485613142605 78.3122550270909 81.9941816555931 72.7906998194895 136.0411772949 77.6340923555259 111.065093135186 NA NA NA
"7" NA NA NA 102.58311720414 72.7860002251752 85.5128335957387 72.7939812783257 148.050920171936 86.124348832857 86.4437878020973 84.9958585162871 106.645755996444 113.091057797808 96.0419631193909 117.966936862705 98.7386774150097 94.6943802701498 98.3046331567399 83.6690639785382 96.8870700706595 85.4017003049758 95.4492717163606 73.2465015674468 NA 72.7938229886827 72.7939465442834 93.8650214991427 NA NA NA
"8" NA NA 72.7709528051644 72.7531743451665 91.5525226297129 72.7936625140485 96.6467728888539 NA 103.623993805692 109.553260047191 106.299889329651 119.963023774434 102.273135783597 106.223944626465 124.08757992538 105.825215613148 103.271977801763 118.256432291534 96.5560818371469 109.54846233424 124.550700437029 108.373721484226 89.5530284123936 72.7692789277121 72.7935605456755 97.4869087589589 72.449801109343 72.7915442143753 NA NA
"9" NA 72.7930222277124 NA 72.69619842788 116.562390181647 72.80267820938 73.3161472680661 76.8110437720715 104.333420773348 82.2735087571927 93.2809993985092 123.807041170571 120.049145758623 98.662934728505 95.5237443394838 113.117411327225 119.455293162068 113.296250617427 95.9178280795987 82.9507278251036 97.5020005191049 103.833729545781 112.433434522566 80.6624059073118 97.6469010165334 NA NA 72.8613653288863 NA NA
"10" NA 85.5687859358916 99.9680031205713 84.8159232791146 83.1833116657957 83.4750340149435 117.966193274829 72.8206843157085 95.8697011532667 88.5027551280068 97.6505114513855 85.6713468668995 103.300170495452 114.985504393191 108.052547727605 100.785042356876 109.182863428902 109.980225704584 94.4017192729802 127.251898428939 101.852588916656 102.498882344826 94.8468023664473 75.3855747775492 113.583552587662 73.3990081391517 72.8199837702316 82.7389766715703 NA NA
"11" NA NA 72.7935675914241 75.940363450272 100.503630621691 79.8555725551367 120.864918461583 89.7334400949149 94.0987890055547 111.365557889307 113.288211412572 119.970503367617 114.503743056495 111.648162639865 105.758875042308 108.719123095844 96.9417520375343 109.746635538098 88.6495458133626 104.518501848233 125.876429630733 77.9645798652979 102.114125627756 102.895678754188 72.7934362576302 NA NA 72.7939753310313 NA NA
"12" 78.3477901581971 72.6915568206179 72.3881251796403 72.6726774341528 106.56078176648 74.0603858639761 82.2541246351903 90.7225022652433 95.6244879837263 109.995754006142 112.750822617715 108.714332069058 103.789145970079 121.271394115326 98.9525937960316 117.843089208064 112.436732101496 108.450837502876 99.4900964197127 101.135803125392 112.022663121383 106.761966459541 87.4111580892486 105.640535569107 83.2967898855714 95.2824036498278 72.7819706822068 72.7933932991638 87.6971879730412 NA
"13" NA 81.1289391044215 90.8597561299782 72.7794092388763 72.7915820384986 91.8920632806323 86.1602667155777 94.4867427989374 111.945676224398 100.252994441616 104.284472194294 110.412574266145 103.548250846467 112.029034414324 114.94891092421 104.663217560254 103.803105773256 95.8118816562742 103.176120605132 110.67176362798 85.1054201160777 78.3370191863194 99.4438474284739 99.960039926032 92.3627988239344 72.764706795069 75.870002664527 72.7908660510904 75.1759903741566 86.7989091134299
"14" 85.3320064892743 92.7097676553671 72.458760895146 72.7579953516336 NA 81.2937109400057 128.374091568449 91.5053587864761 95.9708918225884 106.345791958754 119.436760188641 118.262818137491 108.680926641262 92.1293730812218 103.127211643576 104.537523721691 100.780868548926 112.589388510561 130.254015408898 99.7246093984784 108.011903736325 130.55701576602 84.4333617331576 76.2141359627327 91.0326607712783 84.4272831419162 116.216625568163 115.822714473574 72.7448991795894 131.144873764019
"15" 72.7460334692037 89.0861105985334 73.2142839184131 99.9664931266933 72.7938312390183 112.085823363283 72.8283948469661 92.5028283859787 106.847703880353 95.142977150642 135.781273637719 120.509471324169 117.322487139237 110.05479889847 104.811862125602 103.06370459006 108.415378770289 103.764745951039 96.9316709942229 96.3198267468286 120.726383511073 85.7896414266323 111.778971249081 100.659050881994 111.684954518052 84.0442971001051 74.4752856325534 NA NA 75.078274764695
"16" 72.7840028698732 NA 71.8782069423375 72.9661665145861 95.8326728306759 122.755758258894 101.067303354319 99.5360042281598 102.345513365972 110.614346570646 96.2484730342701 122.652423267392 103.248049413407 104.323198225853 106.461626919823 111.01800210765 95.354822396927 101.091016878677 99.8458139634249 113.420660964658 114.369093067408 123.465097422471 87.534664879489 74.8028478548931 90.8798076083924 72.7877622845713 117.663430322383 NA 72.7724827754668 85.8537533513525
