"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30"
"1" NA NA NA NA NA NA NA NA NA NA NA 188.792042225659 184.476926090353 187.088823205667 178.565576413449 200.287032767144 202.89538346531 200.581297159484 220.874852710313 NA NA NA NA NA NA NA NA NA NA NA
"2" NA NA NA NA NA NA NA NA 197.595208721526 203.02919129895 217.405771439862 237.195705260672 180.760695124983 186.74712293319 167.253384268339 170.336507631539 204.179207735417 202.2803734674 213.753060448923 201.032638456466 172.445589752688 204.434454104928 NA NA NA NA NA NA NA NA
"3" NA NA NA NA NA NA NA 195.762284754769 218.078232187383 205.016632077318 210.974372430592 182.595024918666 186.809370213358 191.567956382083 189.086940512701 172.393220392767 170.887237016727 168.507758700955 183.53962058159 187.051968323054 211.685744958472 216.579980872055 147.458229936607 NA NA NA NA NA NA NA
"4" NA NA NA NA NA 254.418187714021 226.254835522179 136.021127854163 218.004310883763 151.233861847944 177.957570394017 216.460286652999 160.996257180653 188.665076397972 183.330496115918 193.429094851524 184.771945436241 173.563620991511 184.674789130379 180.320407698706 200.025576965821 195.185814419097 201.085046411368 211.849980649794 171.957264018582 NA NA NA NA NA
"5" NA NA NA NA 189.445240106979 179.569249326752 223.759706413641 180.545761809838 194.758131812382 155.043683225194 201.255234464211 188.280558135172 184.603464746914 169.494417905405 167.905460617644 177.303072974204 185.678267637635 202.05231229435 198.586889033129 168.771145242414 193.458532150999 177.881620273988 221.932510646668 170.171682373952 205.451267806252 243.879810871961 NA NA NA NA
"6" NA NA NA 215.18259107883 177.550559034291 195.668607142356 177.163924049937 189.904329749222 199.661190352721 153.890416107482 214.680346813637 170.575783639705 172.548601075166 167.365177163287 183.15145210375 171.515202727901 167.631431913995 199.051923048027 193.947860641742 164.771912834349 199.480388246783 170.480095682314 191.209921992699 197.664130483125 175.864096148569 121.282026390326 159.801492819809 NA NA NA
"7" NA NA NA 149.730432821865 214.762614440912 198.001014793876 207.306356302759 180.957008085643 182.499159051943 168.846199534637 221.315269939141 186.372519173588 169.571247164953 182.52322905046 178.251413193103 165.276998765289 188.214162526135 213.907137748414 203.486323892212 185.757290745166 213.051778065606 205.961826337687 164.747736194559 153.733610729666 195.622971351729 182.536719332002 250.64926747244 NA NA NA
"8" NA NA 273.423941220806 177.585392915106 147.490096872039 233.741086961692 221.583934023022 231.876713003316 177.085820394647 206.445755768845 159.641669494136 172.347820972129 189.56830289503 184.579911520646 172.761103205814 166.882146049668 180.007819076823 169.267005986082 168.590334251161 148.993460231983 190.980054531782 184.14418989793 196.789338162112 186.143340999059 214.804031149905 236.449823607519 193.354410284725 224.084873107857 NA NA
"9" NA 133.494197463615 197.349274957985 211.806423588119 158.088434955353 202.960524800387 182.508759386829 178.432476056173 195.136182740024 169.720451179295 181.403075685641 185.675234902352 165.073697021877 179.60231908233 170.327554062253 156.526926671913 178.737696703582 165.597374255976 203.381818031559 175.196039479843 169.971870498295 207.442675140705 161.589575835429 225.255343268727 187.111528965657 138.796402622836 226.913609416415 237.829317860838 137.098733555268 NA
"10" NA 224.133051253556 191.500182621312 142.997798528779 139.197813568172 223.664168084204 209.319741877269 189.088120934936 164.018688194792 208.715567672108 168.337796546596 179.548487748275 189.112501286699 163.901764596898 159.584656721665 163.174462132516 166.663041886692 196.850708698911 207.457219262413 184.704738800122 187.039576640473 210.594939130661 144.782375562009 231.382033021599 227.941935898709 170.004051381596 169.725066468917 143.129772035603 175.779790573887 NA
"11" NA 161.569187378239 216.663505061296 138.02272350273 195.539859257208 213.54127336924 178.908668504987 206.335403035128 187.833550902076 217.136982339653 144.175314982092 160.618415031028 192.249080702093 157.433768594897 170.183545665385 159.627297228841 172.936539696973 178.838075294381 191.446645206864 189.52262756204 173.808238599936 152.150970798923 171.869119286024 208.177576971018 195.486602363268 233.050031679855 183.74450812907 231.921098155304 182.160883219913 NA
"12" 125.720199950052 128.900775745163 213.40692549422 133.591971452 187.525721358068 169.485533846143 187.352941953572 170.124727649921 180.157947558669 168.114953328591 161.421026432726 164.183597068743 156.646154278026 165.667656565126 153.464756831812 152.712954404897 168.226799166158 170.677290408279 183.672070752316 181.163967815906 177.657536451378 188.973099337592 206.376523821224 176.887867941219 164.137490487292 200.252730150564 246.386108567154 314.155343152111 122.185876054447 169.642608514493
"13" 184.29979651368 161.838543408124 213.136287657387 122.4830238287 173.275657507605 137.700456799835 188.311951516861 182.728365866988 184.605288265433 168.451085296153 196.191402212954 140.50578304545 169.537228928244 165.853650093634 169.589420238198 165.393088417089 175.572830740116 171.439644694522 161.116828570877 166.365044432247 180.484283668125 193.42741352227 187.333193755185 205.933002243971 184.495040132923 169.023209059551 182.736221397308 149.689261595413 148.710145311571 97.9304540568888
"14" 153.223962658182 140.729265022179 148.487446309354 169.422180835116 194.859672160246 140.715840351682 171.946161467921 159.455631537234 184.433510007929 185.484291634629 177.670842799073 175.037943004789 182.971870508802 161.925753692487 159.902453624192 169.193424076025 194.453391496821 185.227426797467 180.617102039212 177.524462268901 154.160154941505 209.976529392514 232.356102157516 239.879631448398 197.331174605088 154.036372003534 183.437590067635 198.42881257742 180.004697426492 191.649001541757
"15" 141.677751325055 170.710045074639 220.51378196452 182.827804148596 217.681950389487 190.38111345714 216.282441370191 213.086452308879 206.498112587924 165.568602064592 179.338880284834 188.372537162294 184.125668986557 181.02679392387 172.692583237871 167.711384796509 173.272149235103 179.410099485481 175.116262741314 197.252510144592 153.915829799104 173.53494186464 214.131118490652 207.029265696196 197.756430200295 190.699615708941 194.909467808273 174.235120936812 211.538605256887 194.448328913609
"16" 201.95083963152 132.160923348921 159.90280808633 170.886239964303 194.649905576001 181.761047831413 216.050954843374 189.240225262148 192.64141837851 145.358014965173 154.983472956152 193.892232526893 166.78949158082 172.49155924843 170.503359702143 167.92251230435 174.297572522397 186.9596573748 193.418411127239 180.780884672568 225.748560660935 184.850144590147 179.184563297532 137.371957458791 242.540201660784 163.634651849097 171.981143064537 172.897362801843 174.351725880298 183.520156173834
"17" 193.591696075622 195.171916762159 181.411404428174 175.740228308998 165.986984425872 183.715057248729 181.962270661649 149.25871821714 166.067338944702 192.827951421817 169.465330680132 164.463368394983 187.31246771368 167.178886499817 174.955592412891 174.196916551618 167.593936554462 172.827714291073 165.96751330801 177.41055091397 167.069695739375 191.852522760335 185.440176398161 132.373419242967 197.861480518531 212.807699610768 196.413929661109 181.03107255817 123.59499662636 239.781741857688
"18" 144.632392567065 157.531412214501 177.507213094552 184.199856010888 171.535706423682 169.540356902013 195.117909107858 188.076319640441 189.257877735158 174.151605763471 158.972751798605 190.470809308682 156.900111690173 168.851267120445 162.205854299961 171.76663194162 162.432285335926 170.495373813106 162.79216419328 175.560084774108 195.024148184612 154.756455552271 199.583096202678 165.149926118396 238.429619524481 176.779372354316 192.473467371784 141.015195873 126.502253964817 166.231557162337
"19" 169.8585291957 234.947491558933 164.05142768771 196.400723261628 177.16786815426 185.532535302084 190.103860706684 182.804623185706 202.419263674393 162.708128110064 167.118685088079 184.500544780503 185.972202695383 171.704846292541 166.578635469111 166.733716070641 169.67460603825 161.749100700711 191.183378884631 177.386549009803 197.90121910384 161.457286011083 208.855930376069 172.244144898716 158.516344459053 179.807811367224 149.74580114 128.918428275717 187.403328722581 134.284083880028
"20" NA 140.765736962676 162.228674252359 173.770177089702 155.867614937157 173.002999031904 158.437869887308 152.617233635941 143.567713121329 178.095781571171 150.995950215629 171.421050576521 172.919637424067 169.951123751867 150.4464003564 161.643858519113 154.473164612566 183.128487970863 185.896333917303 221.104740641352 177.665454157382 198.044367380699 191.386633759576 195.528629897453 178.42278691763 234.778325878084 210.392373704805 130.34555687543 190.481746220701 NA
"21" NA 163.925428812275 179.035526196078 188.072685875214 181.891211028218 213.796656282958 158.527858460686 220.188617803057 187.858114437162 158.520645441566 188.239140247074 185.090939589099 193.429329202472 176.673604693133 170.461488725972 157.98723229901 169.536470214762 176.380180406295 164.866315283155 159.578578115073 200.158557528456 191.88540369825 191.221271720619 208.66724837412 130.760495385398 192.539508637259 215.383815006939 176.828709412923 136.676108189735 NA
"22" NA 143.850715657225 212.756310293915 228.595917491153 199.867165801367 173.009124931367 172.101248584308 199.633122083324 194.472096744776 194.596509983929 194.859167284523 192.199106850012 190.606564714466 161.463385499471 164.225501284662 158.389202068249 162.134947952276 184.673413053573 190.440222574688 182.91268050399 132.861024474426 151.099163275137 200.815247172415 233.696000390179 195.653811276025 219.85651691944 180.801451064183 262.608166229264 214.587322769941 NA
"23" NA NA 188.713431405358 195.880494934312 209.558430034329 186.692288722009 203.705534566731 174.945583984531 208.190513447304 178.832870584823 180.008739808029 192.652551923527 209.261227833432 175.06703626943 168.836140466939 162.084065072502 173.065362374567 188.140260379753 202.25247130404 170.585790719594 188.057095884792 197.346552270221 164.587785490044 170.5779836637 149.525614304293 196.94950906213 281.389219977342 202.840308093749 NA NA
"24" NA NA NA 165.596114224592 186.890831814205 184.86131529536 173.789587259897 179.200688700467 195.746554896334 167.261319969544 149.95998954747 202.773977490963 198.320119112179 169.697744987569 181.61647039407 166.247281244047 192.500953313255 195.29876550103 184.05826486218 183.361269061554 160.035619923448 223.589135059599 171.265619170963 162.324377097331 171.075164616567 209.364072041793 176.207852028733 NA NA NA
"25" NA NA NA 245.24657969785 173.168892901655 182.160550400562 157.076298047379 208.65973327047 143.929625171301 222.434614909616 208.75135232595 186.308493698004 198.239910235385 171.256271428161 152.653009797745 161.46861303763 179.331399288902 196.67112625347 177.948257297698 147.24844400697 205.428092008242 172.495023358038 193.560222171964 161.537885220588 173.01351252296 218.137872878504 148.079110657728 NA NA NA
"26" NA NA NA NA 163.536117075357 205.70644159165 272.550773785686 217.690145390649 168.308747859209 199.562284311297 197.066359675272 212.785183812844 193.56177522974 181.118470461866 186.246752256616 186.874471895756 175.204320537958 185.218078901751 177.436691064019 197.704910164322 184.667846950609 186.128940742744 173.069896061029 230.854135125978 163.774997854844 211.587818998406 NA NA NA NA
"27" NA NA NA NA NA 197.660941993949 211.81303967005 229.071093208735 174.137543780645 220.406886891326 177.059795307507 170.723653288807 181.665541318964 173.108037393186 173.186953634212 196.580816380943 184.639681202788 183.434426333117 169.706603575426 185.256570323684 192.245168683871 214.228398887355 228.679308891996 211.410361268624 176.811595427587 NA NA NA NA NA
"28" NA NA NA NA NA NA NA 186.48989124409 171.980791843098 156.769415875801 201.799553138868 177.950748285054 177.279075907925 188.216905590232 179.884570832079 192.191635143516 188.460931078022 188.451995247011 205.486733289387 190.895503877206 195.642308943462 157.634449971062 161.164601283098 NA NA NA NA NA NA NA
"29" NA NA NA NA NA NA NA NA 224.167440160962 154.081342314562 230.962922393424 169.18815707337 205.485970107022 146.923604618748 168.142118738784 190.100330577473 174.170583136423 155.412940750812 200.214874839538 213.676951445039 154.254704863066 191.327001877917 NA NA NA NA NA NA NA NA
"30" NA NA NA NA NA NA NA NA NA NA NA 168.118864857267 169.295534248615 193.163492961301 177.371048854524 163.113297365429 184.109574189808 226.887125006474 177.150367749809 NA NA NA NA NA NA NA NA NA NA NA
