"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30"
"1" NA NA NA NA NA NA NA NA NA NA NA 93.2917689847403 80.5103085444285 104.542638246315 92.1687981236714 109.703224476273 104.025192655854 98.6145902082923 101.203177667151 NA NA NA NA NA NA NA NA NA NA NA
"2" NA NA NA NA NA NA NA NA 79.8889123659694 135.875552699972 83.670860029888 103.771111997278 104.128276477274 92.7999646522636 91.1679772065358 103.145563930088 88.5383425649447 90.7505590804847 76.511259170552 94.8734893394335 85.0660378914178 102.128891645844 NA NA NA NA NA NA NA NA
"3" NA NA NA NA NA NA NA 105.979424947834 81.3365284808017 91.279424662948 79.5430687909935 142.092809906363 73.267291444905 107.371784874321 76.4304178859177 97.2305916075925 77.6462575988297 108.273217957799 103.123498840051 112.745839482637 93.9023997010078 101.358242029876 95.6139252643731 NA NA NA NA NA NA NA
"4" NA NA NA NA NA 72.7936434426868 72.9043723499615 103.982752407084 89.0624450500005 87.250262651564 75.9713608719507 118.322368356203 100.479762953383 90.278192970055 76.0190315373143 102.561881548897 95.2825980792915 139.024457913117 95.0966001376013 90.4585856371632 101.623859378115 129.956068047442 91.2268937495824 72.626961710537 72.9545427272419 NA NA NA NA NA
"5" NA NA NA NA 77.9379442960013 93.643122459994 72.7864599667666 95.783188276233 97.2340938014828 104.45708189238 104.204457216687 101.711467872859 98.5126746169247 94.01038766913 94.7224335442573 122.657497048554 98.7455119260238 94.4748823737009 107.231076112094 78.2438656964961 76.9877537578396 89.6901387303079 83.9781347490687 80.6325982816476 82.2239424120741 83.0760262234893 NA NA NA NA
"6" NA NA NA 91.1140802055418 NA 77.5777767599734 80.3587017494229 108.689980036636 101.407336498924 111.440364065985 86.7618558178131 88.4204575907136 108.294083859692 95.4490734380386 87.8091605151616 93.7532876995066 86.1209025443073 102.15297229965 98.550764878525 81.8453113125391 101.574869149967 93.4075292101215 114.337207453022 78.7380326846887 77.7197968193436 79.8859248378105 NA NA NA NA
"7" NA NA NA 95.9655475659869 73.0295999669369 131.37007013153 80.1337584557141 93.787378482102 80.2788822845492 96.9768171599675 98.9358677518566 101.494117386878 104.570278445866 110.426504893323 101.809935846238 87.0942969577405 117.692483359086 100.529945343047 94.1962287119292 84.3089057483336 86.9064270651824 81.4095687179044 75.9653836741877 92.7446804155297 103.580767345421 88.6336298266829 72.7888591487445 NA NA NA
"8" NA NA NA 96.5118615783202 81.3772459034771 100.316900930428 110.331370377975 76.9948869901895 94.303936338955 116.670566448905 90.5073331731359 94.6084909859243 100.490035325466 100.860669784156 93.832865872786 102.052421114522 101.334039103942 107.761235453275 95.9293516919053 93.5908151773451 100.522717938377 85.759662722433 86.3528782639682 93.721882173841 77.3635815402569 76.9725835997703 72.7939027034791 187.685503991988 NA NA
"9" NA NA 94.6117134739446 124.606545146141 72.9759491308496 81.1150709766157 88.0973436180861 94.1074235209115 97.8213660912435 115.546174154619 92.1557561464861 99.8953024036208 92.1986837417282 102.054745212439 101.150849296868 103.958496087055 82.1675702418988 91.5720097849635 93.2884613241447 108.63114463289 82.0901823977896 78.3720512035968 79.6945311987437 87.8836908881033 86.8687296067543 91.5963466069521 78.8895387640781 73.3710010779436 125.287924878803 NA
"10" NA 82.7928433588168 72.7936106232993 97.206045019768 84.2177147789146 72.8031112827907 74.1520060484103 142.292545647335 100.462849129414 101.357847541068 102.959491531062 103.557503181353 100.594777952882 100.506286564719 111.323579095907 94.6776880933657 108.279648582306 91.4108060455334 99.1096870117015 97.7167157693507 120.863291793143 95.7474765464027 135.412430718404 81.9181476364696 97.4017736423797 NA 73.4708161626511 102.113922280785 79.5336100866855 NA
