"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30"
"1" NA NA NA NA NA NA NA NA NA NA NA 9.78512962866079e-09 7.73795869231467e-09 9.77393250679792e-09 9.44112472354525e-09 2.30982420109243e-08 1.39947806497158e-08 9.1430842418284e-09 9.6674017876526e-09 NA NA NA NA NA NA NA NA NA NA NA
"2" NA NA NA NA NA NA NA NA 3.17457546521432e-09 5.90012339160172e-09 7.3879240359331e-09 8.5370213302574e-09 1.45263926032146e-08 1.95366979793744e-08 1.2068689811891e-08 2.05617428213527e-08 1.09705135094234e-08 9.96717721946661e-09 5.78410987989234e-09 9.6696997131049e-09 6.44426061188841e-09 5.08943410983539e-09 NA NA NA NA NA NA NA NA
"3" NA NA NA NA NA NA NA 2.96381470469438e-09 3.56621826711762e-09 6.67305558392458e-09 8.43471316803094e-09 1.35780450387583e-08 1.09895616628166e-08 1.62586090769505e-08 2.15808928555132e-08 2.12488042403181e-08 1.89382960717602e-08 1.71719545893225e-08 1.56031370914895e-08 9.98268484770887e-09 4.54864065151248e-09 4.13290269019688e-09 6.1539556660501e-09 NA NA NA NA NA NA NA
"4" NA NA NA NA NA 8.45784559714797e-10 1.8144340499615e-09 3.34388260751568e-09 5.10719701711726e-09 4.97940901418367e-09 7.22952610905969e-09 1.09345259486393e-08 1.53192867046008e-08 1.67085464981541e-08 2.72758302102363e-08 2.93292383691023e-08 2.09797448441441e-08 2.0507472869816e-08 1.34926679150895e-08 1.17673851530258e-08 1.09347380332208e-08 5.37788196069918e-09 6.28929076809872e-09 1.91505858824147e-09 2.84520146546196e-09 NA NA NA NA NA
"5" NA NA NA NA 9.29560348087327e-10 3.25284175118372e-09 3.6214115692263e-09 3.18003271855538e-09 5.34039511516709e-09 9.7532850858504e-09 1.1029679049361e-08 1.11595054737794e-08 1.94084128031456e-08 1.93994166413317e-08 3.3516313476954e-08 2.36695041127857e-08 2.98764245559887e-08 1.33658631766449e-08 1.09612136061677e-08 1.23223298845345e-08 9.11509611204473e-09 3.44857321800019e-09 1.96646946123498e-09 3.92888411482112e-09 2.01536999884221e-09 2.97367664459053e-09 NA NA NA NA
"6" NA NA NA 1.09051923784148e-09 2.59766330833774e-09 1.18652789184473e-09 3.05575045192855e-09 3.63999211522889e-09 6.77636866171325e-09 7.00034157389685e-09 9.42967847996356e-09 1.27676731363413e-08 1.51334015204615e-08 3.08144441374176e-08 3.71155075802596e-08 3.4957977509727e-08 2.86091952899023e-08 2.14335015445798e-08 1.48701287430025e-08 1.3012183279726e-08 9.76347779275993e-09 5.83493054790594e-09 2.26604908925288e-09 5.5786290551231e-09 1.36902626733534e-09 3.68410382916535e-09 6.87249849258843e-10 NA NA NA
"7" NA NA NA 3.09871713658105e-09 7.06826839700892e-09 2.62379452246593e-09 3.25068463420158e-09 6.39720807696809e-09 3.97302122126357e-09 1.11230765906222e-08 7.9257437686312e-09 1.49180557053758e-08 3.26792353058875e-08 2.93655554148077e-08 4.52730426601061e-08 4.7014426495533e-08 3.57549196908818e-08 2.04533102956898e-08 1.92671563370917e-08 1.43319045143619e-08 9.80065932901803e-09 5.57470193616221e-09 4.59849015636071e-09 3.91781817314724e-09 2.26318892165949e-09 2.9918792188336e-09 1.56194395563684e-09 NA NA NA
"8" NA NA 1.3050530496688e-09 1.20223689486853e-09 3.3547296207243e-09 2.57897216969308e-09 2.56153626356372e-09 6.81481776225743e-09 8.10898373550136e-09 7.16294667811175e-09 1.57744722507176e-08 2.02130074288625e-08 3.03867089182019e-08 3.68251050971191e-08 4.83367206810831e-08 5.27996218619076e-08 3.65409455468777e-08 2.59579259121344e-08 1.9858449826945e-08 9.59649254365972e-09 9.37718025793875e-09 5.5769088350461e-09 5.12726578446282e-09 2.73938367908503e-09 5.68521731350368e-09 2.89218284078458e-09 2.57047545812764e-09 1.22267211197977e-09 NA NA
"9" NA 5.69700226140223e-10 4.47098635620042e-10 6.13371819433305e-10 4.15137022283222e-09 3.76980764894134e-09 2.98445032865396e-09 5.04140251682345e-09 6.32312680308893e-09 4.98322725576898e-09 1.32839200711675e-08 1.76745800711735e-08 2.61819864504374e-08 4.43915676347312e-08 6.64500167225312e-08 6.67470521492275e-08 4.50252192099102e-08 2.04502930990873e-08 1.34767466333999e-08 1.30233198729413e-08 9.95411056950128e-09 8.4040570763814e-09 7.00097498224196e-09 3.85463277394956e-09 1.36055154634424e-09 7.70085816873685e-10 3.27759513607546e-09 7.24554294084623e-10 1.57020976398877e-09 NA
"10" NA 1.13429008557616e-09 2.16620197124242e-09 1.15060875790558e-09 2.82560020402217e-09 2.16238285251987e-09 4.65200361905247e-09 5.33727687930866e-09 5.63981593265818e-09 9.91455165371407e-09 1.55808866406647e-08 1.62303534497964e-08 3.37629478810672e-08 5.01784078505302e-08 7.01112512146826e-08 6.48827421786604e-08 4.00647781668576e-08 3.16769574453151e-08 2.5255800038771e-08 1.08123567662105e-08 1.1635032316856e-08 6.21280713984476e-09 4.30734327149467e-09 3.89762626175424e-09 3.68496096503736e-09 3.27465580395678e-09 2.47893219966512e-09 1.92136494676479e-09 1.02735182831874e-09 NA
