"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30"
"1" NA NA NA NA NA NA NA NA NA NA NA -65.6975263492814 -79.0461510900315 -56.8335428135447 -113.206272895623 -91.1867150185198 -139.875974495563 -67.8216938443094 -75.5740575712397 NA NA NA NA NA NA NA NA NA NA NA
"2" NA NA NA NA NA NA NA NA 0.242336225637441 6.29090425998016 -15.5806042345534 -92.3696851287827 -68.5946816219114 -100.763970453414 -62.8669867542035 -36.0939831050724 -98.4364999179199 -72.5271680379431 -96.8335643370912 -77.8058113527697 -18.3585937638639 -52.4318966065067 NA NA NA NA NA NA NA NA
"3" NA NA NA NA NA NA NA -47.3394557921192 -25.9939483595967 -30.3556601120187 -52.6805494174834 -108.127970390548 -61.8962121591043 -74.3411515095973 -87.999253529329 -83.427230561293 -65.7159886798349 -109.655669497341 -72.4058991315676 3.61107335399322 -139.399388354356 -66.5045026561062 -82.618146527545 NA NA NA NA NA NA NA
"4" NA NA NA NA NA -27.0441344370762 -99.3657057801574 -66.7161405131422 -10.9037723738945 -36.6262879403018 35.7164766719992 -91.3011668434494 -46.9052448401732 -61.7654007122129 -47.8642265601175 -64.2160387269738 -51.9582738416674 -118.187287200605 -83.8853203060041 -52.4393808483338 -0.965970958247041 -46.6120166218419 -34.3513964423395 NA 19.5222263512784 NA NA NA NA NA
"5" NA NA NA NA NA -45.1208455227815 -47.4578430394985 -66.1518722057464 -41.5613607962406 -72.3104996219592 -82.8675013089776 -14.1484317331154 -62.4322443728149 -53.405543999108 -105.013792907217 -78.535351233728 -66.4335616056809 -38.9895280259078 -35.8051275546128 -63.4613842670214 -95.6863790374754 -0.794275084831153 -18.9731869473656 -117.239695634636 35.6639423982803 -83.4179814119918 NA NA NA NA
"6" NA NA NA -57.1126049231331 8.00277532142132 14.9561466786346 -58.8572788634622 -24.7211721437356 -27.3318961760021 -22.2081828416983 -32.3570373823564 -30.5292954527703 -59.1256076245145 -42.5787797566972 -64.9281237325502 -80.0006314262413 -39.1603937592466 -65.2778968607169 -82.0521068610391 -20.3371608344476 25.7940242544194 -45.4426868750743 -50.1229317833242 -77.263354400779 -19.7522371987627 NA NA NA NA NA
"7" NA NA NA 151.787130494163 -134.476340635836 -4.21097824370538 56.5563613795124 16.7427065166223 0.437025454122071 -0.843924119887756 -24.8567113829209 -102.572751972004 -64.6272869431952 -63.1182065864686 -58.0495829035425 -62.9228774356074 -42.8458271365725 -35.9706390013556 -71.9951420259456 -57.3865520437438 -23.3507345675601 -14.8668517155052 -66.5833380300985 -31.3489870863974 -20.440247747377 122.18509252723 -14.0336246050173 NA NA NA
"8" NA NA -221.610835243892 2.58951640552697 19.0792036744577 -21.8712998634415 -78.690480903506 21.6540546957682 -43.6063263241072 -50.5262813245643 -8.18650864256348 -26.0030247479946 -36.5536946681149 -33.7160197069826 -51.7242571277239 -18.8549288830769 -37.7390753312364 -54.8932965823083 -40.4568431347955 -28.5603298773697 -59.2097019818846 -38.2411838621508 7.3265809274825 31.477587519128 4.9048798023602 -34.7773902679805 -16.3541405391776 -10.4707871249588 NA NA
"9" NA NA -82.3730098633862 14.2473288026277 NA 71.7573941771783 -37.0822983268053 -3.83648783586663 -12.6217090660864 -36.171756334897 -59.6628631669049 -35.8418879193748 -46.960379614491 -46.2204843315583 -43.711522042115 -17.2509440845556 -26.9970071376594 -39.859808054468 -60.1920199842351 -56.3876855715158 -46.2750306219125 -105.560535455335 -8.79205746295898 -2.04697978549584 -26.5474186972437 -104.223170376596 -72.6754921266502 203.45990207663 NA NA
"10" NA -37.048299773701 -88.1201172538931 NA 92.8043231990238 -58.233798119687 -5.78180068036119 -62.2891019085869 -72.4594153131202 -4.09662758169418 -36.0209153085565 7.21369566502954 -54.3504283703861 -46.3280197634382 -43.7082757509318 -33.3038408273656 -27.1320116214149 -13.3118901366893 9.88472247262177 9.06192360623784 -55.342100015556 -19.7048917787711 -13.5072113681698 -31.3120500014076 2.72936985641624 -57.5529519829469 NA 67.7484225736558 -37.1430473609626 NA
"11" NA 25.4341748385319 52.7035713989422 37.6248313495556 62.9014247771683 -10.6350113629059 -35.4761155560731 -139.077072049035 -17.6491134664217 5.76017731150177 -20.8367802099198 -3.61243000522964 -50.0123536771372 5.64953205707447 -12.4109763278419 -35.5955897658952 -26.1992648796704 -32.2677497378731 4.73975694809776 -20.0117753197933 -77.9111687445666 -4.13096443705397 59.312074360995 7.44207758815764 42.3359749878357 125.191080330128 -60.4537458657984 35.4620911070466 11.2910437288507 NA
"12" 52.8436706501883 -14.299119835898 NA -18.4120565453812 67.8519725361248 NA -59.7117521162569 32.9548619637146 -9.53853609677521 -36.1357963343522 -15.4999397895476 -28.9948094157727 -24.9991580874901 -16.7597335953908 -21.884754312715 -0.804931182933815 -4.25076248400829 -19.5746191032938 -16.9935256094817 -4.31289243941927 -2.27850282930907 -2.56370696045862 17.4830092814409 18.2789289010683 -68.8339304934292 -1.97160124263825 7.55896513716437 -21.8170799431305 53.6832027646498 -64.1137386296069
"13" 11.3464616953728 NA 37.8144814979652 -27.7244138492726 44.9437675479289 88.1472551790707 -31.3752223915997 -12.9449689853688 -20.7971275668055 -13.5009171197735 -27.0935515500893 13.4704511063473 -5.58421976197006 8.52756161512314 -14.1079771953672 0.357243276062281 -21.84421515132 -11.8928920841859 8.96602271780799 34.189618877736 -2.58625294581227 41.5344966864291 -64.7330143454686 -33.254354752675 -7.89127871719837 -16.097780448154 -115.655438170942 2.94548927833554 NA 88.8595204099732
"14" -22.0840491144061 2.8089703250259 -52.0384087936023 44.2329114700424 22.5285284451171 -16.8716161999548 76.7391598128177 -66.9501150840062 -21.634326500469 -29.1099451718462 2.46110534024512 -8.86062661314009 -26.3595662916741 -0.928235063225171 -17.3928022959005 -23.5498362897069 -15.1704566546825 -22.5767489541451 -11.8550477186809 -36.2892863136629 -10.7642490220275 27.0895459996303 36.643300336353 -4.64022920474144 28.8277519714834 78.0017073834582 -30.693562293578 93.9106986872904 NA -42.3082209674151
"15" 99.6308241986087 NA -23.2431585272672 -64.5566926878766 47.7402157333991 11.926853571329 47.2826105052489 44.809418563492 -68.9394297943652 -27.426124970316 -27.7405291646318 -54.6207586053484 -12.1761976171757 -2.91212086523153 -1.43443903399488 1.07826343166857 1.63347282038622 -9.36598914169183 -10.2043842984191 19.4718543824951 5.43642037671949 -13.5663594003856 15.9455257981826 11.7787061865817 8.39474979600314 -46.7020707162933 61.5164367662993 49.3560073463347 -26.5279704845509 -25.1736260714552
"16" NA -3.55897230130782 5.21388969499067 -22.6101513192385 45.8276475806918 -0.573896215281302 48.181215736645 -11.7236719635089 -34.8821850363374 -11.8454532658107 48.25488623594 8.85123690372726 12.822784883749 13.9319175509686 1.36501277263605 7.27930331887376 -0.0925863319570226 3.08553269555059 -37.3548607638393 6.12045329943296 -5.81565777651489 -5.48535176723193 51.9542317012226 16.3136344199766 -86.8938371797114 -7.42007137104295 -38.8455510903397 -101.353221041585 -106.883336183784 3.40229616170753
"17" -50.9514207837217 -61.816637226672 -4.08749744754081 175.053510928729 -63.1712389120699 58.5366699838105 -10.6687775904002 -4.38541182899086 -8.14514686292709 -71.3155689015345 28.8308985312058 9.81894011339989 42.5001832750495 15.6800794522742 10.4930021451413 2.65387266459949 7.86367841205983 12.8109210227746 -7.45012690787967 54.2530480159912 1.96189516006516 -1.5582603466988 115.871133991404 -37.2894460657768 -62.8323274459753 2.16066536840451 5.71422286189521 -56.5185342721408 57.0027104321484 NA
"18" -38.646790190888 48.452122144893 NA 36.0635890175771 65.6685007083915 22.4411026492624 -23.0678145696904 -30.3011282917843 -39.8416834812224 -8.07649070378993 31.3284794380068 -16.7732911118291 14.4394751205191 -0.865508383367118 12.4532574814725 2.55851129591446 9.74005559420949 17.6421906636603 33.7437693030584 26.5636408966002 9.46402440890127 -34.0796914063262 18.1402060949748 -0.262043998759376 7.96303863588833 -8.43333954843182 57.4714022280962 142.567697599721 226.934214037758 -4.31466825891666
"19" NA 31.6581641382975 14.2419964808009 0.658447172417409 -7.19380342294646 41.15143108539 -2.84629248585698 34.2209348455836 10.9204094089115 73.302906442476 36.8443876468869 37.3909992531908 10.7660932519555 34.1870966404161 28.4576278230926 22.0236530186893 10.1278623081692 20.9799782441884 53.4458823619908 29.2341710866124 12.841949185832 -32.8164907539294 19.026893362994 72.0175309401136 165.958555524216 6.84000600507672 47.4206274585054 12.1901765971594 -4.55080278689614 NA
