"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30"
"1" NA NA NA NA NA NA NA NA NA NA NA -105.919716461036 -98.0160061127105 -119.010631510744 -133.578497863171 -118.732641625698 -103.183041283777 -125.986974946806 -126.76761021331 NA NA NA NA NA NA NA NA NA NA NA
"2" NA NA NA NA NA NA NA NA -105.036216968208 -54.7131398691706 -132.9981846038 -131.34725636384 -114.695708203453 -110.40969293808 -122.072139261347 -105.368867648083 -110.432121444763 -110.989298157466 -75.7358304871239 -95.5519269218894 -52.3455903320948 19.9106523839487 NA NA NA NA NA NA NA NA
"3" NA NA NA NA NA NA NA -54.099869792064 -29.7162067560224 -93.6950377671265 -81.6504765390251 -130.28154294434 -121.028014138586 -128.291832737277 -122.792836934391 -124.859189111447 -127.967805367615 -103.0197802704 -60.3214202475054 -109.135571354506 -91.1573646444418 -95.7507926537293 -81.7944492145893 NA NA NA NA NA NA NA
"4" NA NA NA NA NA -45.7755603501244 -48.0165404092193 -96.5949680867207 -81.0516343364582 -65.3195466351575 -67.188973254329 -92.4179996041721 -100.260178944404 -103.55654418106 -104.952253538695 -114.190139048127 -125.206260002839 -114.507213150932 -63.8294365404199 -115.552903783262 -72.8722411895903 -82.4076870470173 -94.676622425909 -76.2711510560441 -61.7052259523126 NA NA NA NA NA
"5" NA NA NA NA -139.16673436927 31.8612533885455 -82.2396075854359 -50.6188950118341 -85.7847701931416 -82.2363857548003 -83.7499051388855 -116.121947444092 -128.483385933722 -111.129833252591 -107.528890590795 -115.83035680589 -94.8366218326403 -117.123916814451 -90.9801749255511 -147.721650168134 -81.2349488065581 -121.707521933696 -76.7380816829898 -20.8411611794772 -42.9925683122351 -46.0652582221032 NA NA NA NA
"6" NA NA NA -74.8335028462082 -30.9063666308476 22.9468198046726 -19.5274513379378 -26.696315521771 -29.4577199843742 -33.6988740889502 -113.7972681864 -98.6015345044792 -118.921389678257 -112.795715711024 -88.2964693305351 -97.3182289949691 -106.263021711163 -88.4702056480761 -100.499653052274 -102.809292272484 -119.071086365678 -98.5548912518859 4.20609326065745 37.6184010591741 -11.8535882410776 8.13233775536132 -10.2287994198851 NA NA NA
"7" NA NA NA -23.8937795367332 18.2890648354351 -154.104427040942 -12.5946996362563 -27.7803497059876 -71.2325535911838 -68.572730221977 -77.4847356612209 -58.4145629046733 -91.4660837107206 -97.6500356906462 -91.5179411880224 -97.3798161747373 -98.4127900856412 -92.3754854713852 -79.4746633172047 -41.608350015445 -94.0067902347161 -77.4996033067089 -48.723516755955 -25.4241239433503 -2.36371925012604 -13.8062439582968 -14.2874041276894 NA NA NA
"8" NA NA -29.4798979728876 -94.8597037927232 -95.5561828343207 -22.010850822055 -19.4718492834613 -109.271535725167 -65.0474522232869 -39.8464986438401 -85.641337224752 -58.153465703553 -67.0483333788309 -102.523646727222 -87.8289109232302 -110.454249075406 -94.7305814486787 -87.3287192719083 -70.6021131537672 -33.2747616994575 -107.728977995244 -21.308242672964 -42.0816105036103 -21.2596502202608 -33.1869417529883 1.42277099339036 -15.5643980609712 -120.057586314236 NA NA
"9" NA NA -98.5714720497734 NA -48.6434627903429 -54.0939334134362 49.5616220152849 -45.0864127573348 -68.3133331621512 -46.5309639394012 -63.2357693942409 -65.1408224898812 -87.130738679922 -78.9121310034466 -91.723333790397 -101.277174114899 -73.382127148836 -72.1149792356543 -72.7794977363167 -47.2793816359334 -11.4697189257505 -72.3614905677297 -33.3093160414554 -52.2817935204373 -30.521175865842 -61.2928915289491 29.402835821596 -71.9312931635067 -47.701316045494 NA
"10" NA NA -17.6487519626249 NA -15.947372170182 -41.4749948279555 17.6800429328147 19.4091700645672 -31.2182047527528 -43.9661241952076 -37.6926760819687 -35.3760078104818 -59.2618197423765 -83.1768131818042 -70.3256335173181 -82.164139220774 -60.5056198379824 -65.898605720326 -23.549545594957 -52.9620675840024 -60.7875571972154 -49.1965565284966 -1.09105697641554 22.978928625465 -24.1529173370555 -81.125872645088 -21.0580514269686 -135.010115302093 30.0571606220917 NA
"11" NA -86.8653043654518 99.662814722067 61.3630728760325 -51.3312313632568 -46.8117778307285 7.01872712340779 -41.4540252651976 -38.0371425623425 -40.7042710766763 -35.5494771711284 -53.8467862161556 -50.3140138982661 -54.6973394230215 -65.3101057752136 -67.9648125976923 -53.4545666279924 -62.2656973603305 -42.6152528701046 -36.6016391723189 -16.222556999819 -50.9399043248825 -33.403830475484 12.4539778525385 -13.7687017042376 1.0430007485538 77.0839138861067 26.7871859863447 2.50236300344072 NA
"12" -44.0502207245191 41.4878504340461 22.7914937933421 42.120151896788 -37.1479766719261 -31.5490456769897 -30.8450611195018 -0.863289128784113 -42.5580486182635 -11.4747587437676 -31.0462620753172 -35.8683285111047 -38.0228442439494 -55.6997618595237 -51.338648081616 -52.2279292753397 -50.7619224160245 -51.257819728351 -47.6265024982327 -30.4664342678057 -37.7199976587983 -35.7284082045293 -26.5118174256845 -2.22210753746818 29.3002306336497 -109.39046471771 0.114526460925253 NA NA NA
